CHR	Location	Associated Gene (ORF)	Associated Gene (Name)	Alignability	Pho4 Occupancy ChIP No Pi	Pho4 Occupancy Input No Pi 	Pho4 Occupancy ChIP High Pi	Pho4 Occupancy Input High Pi	Pho4 Occupancy ChIP in pho80Δ	Pho4 Occupancy ChIP in pho80Δ cbf1Δ	Pho4 Occupancy ChIP in No Pi Pho2Δ	Pho2 Occupancy ChIP No Pi	Pho2 Occupancy Input No Pi 	Pho2 Occupancy ChIP High Pi	Pho2 Occupancy Input High Pi	Cbf1 Occupancy ChIP No Pi	Cbf1 Occupancy Input No Pi	Cbf1 Occupancy ChIP High Pi	Cbf1 Occupancy Input High Pi	Mock IP Occupancy ChIP No Pi	Mock IP Occupancy ChIP High Pi	Nucleosome High Pi	Nucleosome No Pi	Nucleosome cbf1Δ high Pi	PHO4 Enrichment No Pi	PHO4 Enrichment High Pi	Pho2 Enrichment No Pi	Pho2 Enrichment High Pi	Cbf1 Enrichment No Pi	Cbf1 Enrichment High Pi	Pho4 Recruitment (No Pi/ High Pi)	Pho2 Recruitment (No Pi/ High Pi)	Pho4 binding No Pi	Cbf1 binding No Pi	Pho4 binding High Pi	Cbf1 binding High Pi
chr12	2232	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	7767	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	72691	YLL033W YLL034C 	YLL033W YLL034C 	1	27	179	19	68	31	13	9	55	111	14	55	41	58	57	66	5	36	597	448	572	1.4	1.4	1.5	1.3	3.3	1.2	1	1.1	0	0	0	0
chr12	100859	YLL022C YLL021W 	HIF1 SPA2 	1	33	235	22	78	37	15	9	66	106	18	73	40	87	101	64	11	38	1447	914	1047	1.4	1.4	1.9	1.3	2.1	2.1	0.9	1.5	0	0	0	1
chr12	127637	YLL011W 	SOF1 	1	47	223	12	87	26	16	10	45	121	24	88	83	99	165	61	12	45	257	354	311	2	0.7	1.1	1.4	3.8	3.7	3	0.8	0	1	0	1
chr12	128776	NA	NA	1	31	164	8	65	34	8	15	50	96	19	63	52	37	65	59	5	26	682	620	519	1.8	0.6	1.6	1.6	6.3	1.5	3.1	1	0	1	0	0
chr12	131020	YLL008W YLL010C YLL009C 	DRS1 PSR1 COX17 	1	18	165	13	57	32	87	5	38	98	14	71	6241	62	14889	60	8	45	78	84	53	1.1	1.1	1.2	1	457.9	335	0.9	1.1	0	1	0	1
chr12	140874	YLL004W YLL005C 	ORC3 SPO75 	1	28	139	10	57	22	13	2	30	95	9	48	31	34	12	64	2	9	324	415	304	1.9	0.8	1	1	4.2	0.2	2.2	1	0	0	0	0
chr12	150942	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	172952	NA	NA	1	19	185	17	62	50	11	11	39	96	14	60	9	25	4	63	3	8	575	584	543	1	1.4	1.2	1.2	1.7	0.1	0.7	1	0	0	0	0
chr12	191340	NA	NA	1	15	161	12	60	29	5	8	30	91	7	47	26	42	25	47	11	26	339	292	320	0.9	1	1	0.7	2.8	0.7	0.9	1.4	0	0	0	0
chr12	205639	YLR032W 	RAD5 	1	11	183	16	67	26	10	5	27	100	16	52	18	46	26	58	4	11	250	451	358	0.6	1.2	0.8	1.6	1.8	0.6	0.5	0.5	0	0	0	0
chr12	228495	YLR039C 	RIC1 	1	16	145	10	71	40	16	0	66	125	20	85	28	77	43	52	12	38	723	866	946	1	0.7	1.6	1.3	1.6	1.1	1.4	1.3	0	0	0	0
chr12	240907	YLR047C 	YLR047C 	1	14	178	6	74	32	16	5	29	127	13	89	15	42	11	69	9	11	931	786	867	0.7	0.4	0.7	0.8	1.6	0.2	1.8	0.9	0	0	0	0
chr12	257013	NA	NA	1	27	182	22	70	21	17	12	34	97	8	77	68	74	192	62	6	45	463	462	425	1.4	1.6	1.1	0.5	4.2	4.2	0.9	2.1	0	1	0	1
chr12	258641	NA	NA	1	54	183	31	89	30	23	19	56	129	40	80	62	90	97	80	14	62	437	367	326	2.8	1.8	1.3	2.6	3.1	1.6	1.6	0.5	0	0	0	0
chr12	260346	YLR060W YLR059C 	FRS1 REX2 	1	32	190	34	84	57	42	17	62	110	21	88	63	105	169	93	20	59	579	676	562	1.6	2	1.7	1.3	2.7	2.5	0.8	1.3	0	0	0	1
chr12	262180	NA	NA	1	41	212	33	71	49	23	18	48	113	12	89	17	73	52	77	10	41	259	266	388	1.8	2.3	1.3	0.7	1	0.9	0.8	1.8	0	0	0	0
chr12	266970	YLR065C YLR066W 	YLR065C SPC3 	1	21	183	9	71	18	3	2	83	107	22	77	37	77	78	53	4	24	419	489	485	1.1	0.6	2.4	1.5	2.2	2	1.8	1.6	0	0	0	0
chr12	302219	YLR086W YLR085C 	SMC4 ARP6 	1	21	167	22	64	30	6	10	45	82	12	48	31	41	57	41	6	46	428	367	424	1.2	1.7	1.7	1.3	3.5	1.9	0.7	1.3	0	0	0	0
chr12	323212	YLR092W 	SUL2 	1	32	214	19	78	49	124	11	75	94	20	90	6729	91	21892	73	17	50	134	194	114	1.4	1.2	2.4	1.1	335.4	407	1.2	2.1	0	1	0	1
chr12	342943	NA	NA	1	18	187	6	64	46	29	10	32	87	15	58	9	35	12	69	16	8	412	498	393	0.9	0.5	1.1	1.3	1.1	0.2	1.9	0.8	0	0	0	0
chr12	377698	YLR114C YLR115W 	YLR114C CFT2 	1	31	249	19	61	25	15	17	67	146	24	72	38	51	41	78	6	20	593	645	676	1.2	1.6	1.4	1.8	3.4	0.7	0.8	0.8	0	0	0	0
chr12	389305	NA	NA	1	47	170	19	92	73	68	13	58	98	14	92	75	104	136	89	21	56	467	570	397	2.7	1	1.8	0.8	3.2	2.1	2.5	2.2	0	0	0	0
chr12	391194	NA	NA	1	39	186	15	87	48	17	9	43	112	19	80	19	100	66	55	16	73	484	400	576	2	0.9	1.2	1.2	0.9	1.6	2.3	0.9	0	0	0	0
chr12	417053	YLR137W YLR136C 	YLR137W TIS11 	1	186	138	24	101	109	182	27	202	109	18	71	707	102	626	70	13	50	762	503	811	12.9	1.2	5.6	1.3	31.4	12.2	10.5	4.2	1	1	0	1
chr12	424471	YLR142W 	PUT1 	1	63	167	21	95	57	241	10	80	123	21	84	10352	112	45254	86	18	49	280	315	290	3.6	1.1	2	1.3	421.2	714.7	3.3	1.5	0	1	0	1
chr12	470717	YLR155C 	ASP3-1 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	472409	YLR156W 	YLR156W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	474369	YLR157C 	ASP3-2 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	481989	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	483949	YLR158C 	ASP3-3 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	485641	YLR159W 	YLR159W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	487601	YLR160C 	ASP3-4 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	489293	YLR162W YLR161W 	YLR162W YLR161W 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	491379	NA	NA	1	16	218	11	62	20	8	9	36	94	9	61	47	35	43	62	3	7	269	342	294	0.7	0.9	1.2	0.8	6	0.9	0.8	1.5	0	1	0	0
chr12	491678	NA	NA	1	15	131	10	62	26	13	9	41	76	7	48	18	32	38	46	2	9	251	236	234	1.1	0.8	1.6	0.7	2.5	1.1	1.3	2.2	0	0	0	0
chr12	551212	NA	NA	1	44	166	23	77	49	19	14	48	76	12	70	56	69	185	45	10	48	421	337	540	2.6	1.5	1.9	0.9	3.7	5.5	1.7	2.1	0	1	0	1
chr12	608512	NA	NA	1	27	221	17	52	28	23	13	48	109	13	62	362	57	577	60	2	20	549	545	497	1.2	1.7	1.3	1.1	28.7	13.1	0.7	1.2	0	1	0	1
chr12	635890	NA	NA	1	32	204	23	75	46	29	14	51	134	7	66	38	106	82	71	19	33	450	420	479	1.5	1.5	1.2	0.5	1.6	1.6	1	2.2	0	0	0	0
chr12	636528	YLR249W 	YEF3 	1	41	127	10	53	35	11	11	136	70	46	52	82	44	121	25	7	22	28	31	20	3.1	0.9	5.8	4.7	8.6	6.5	3.3	1.3	0	1	0	1
chr12	658729	YLR257W 	YLR257W 	1	60	195	14	55	51	26	13	139	94	15	55	23	31	14	60	4	22	500	404	366	2.9	1.3	4.5	1.4	3.4	0.3	2.3	3.2	1	0	0	0
chr12	677777	YLR266C YLR267W 	PDR8 BOP2 	1	215	156	29	78	137	88	88	113	105	19	59	610	114	1210	73	12	47	310	293	429	13.1	1.9	3.3	1.7	24.3	22.4	7.1	1.9	1	1	0	1
chr12	728903	YLR300W 	EXG1 	1	16	195	6	60	31	9	6	31	86	19	57	47	36	37	45	1	13	210	236	214	0.8	0.5	1.1	1.8	5.9	1.1	1.6	0.6	0	0	0	0
chr12	730630	YLR301W 	YLR301W 	1	63	222	49	88	87	54	22	188	108	68	84	432	84	931	52	13	74	113	85	92	2.7	2.8	5.3	4.2	23.5	24.2	1	1.3	0	1	0	1
chr12	732244	YLR303W 	MET17 	1	79	235	42	95	120	103	31	215	151	66	84	4620	99	9796	71	26	71	180	134	279	3.2	2.2	4.3	4.2	213.2	186.2	1.4	1	0	1	0	1
chr12	738382	NA	NA	1	38	207	29	83	98	20	20	55	88	26	75	44	91	127	53	16	74	531	548	581	1.8	1.8	1.9	1.8	2.2	3.2	1	1	0	0	0	0
chr12	746107	YLR307W 	CDA1 	1	35	181	10	66	24	7	18	46	109	19	90	36	76	58	60	4	26	887	649	725	1.8	0.8	1.3	1.1	2.2	1.3	2.4	1.2	0	0	0	0
chr12	777030	NA	NA	1	34	195	22	73	31	11	7	47	106	16	62	42	60	59	74	4	32	715	755	689	1.7	1.5	1.3	1.4	3.2	1.1	1.1	1	0	0	0	0
chr12	836155	NA	NA	1	34	137	14	60	52	21	7	54	89	13	53	46	53	50	30	7	20	383	271	309	2.3	1.2	1.8	1.3	3.9	2.2	1.9	1.4	0	0	0	0
chr12	842563	NA	NA	1	16	179	9	49	28	15	9	35	87	14	62	19	48	19	48	8	17	384	321	360	0.8	0.9	1.2	1.2	1.8	0.5	0.9	1	0	0	0	0
chr12	876013	NA	NA	1	65	201	23	84	58	15	19	71	124	22	69	303	110	891	78	20	63	243	238	223	3.1	1.4	1.7	1.7	12.5	15.4	2.3	1	0	1	0	1
chr12	890703	NA	NA	1	25	178	20	63	31	15	12	23	87	11	58	17	55	21	57	7	33	308	342	368	1.4	1.6	0.8	1	1.4	0.5	0.9	0.8	0	0	0	0
chr12	892275	YLR384C 	IKI3 	1	40	169	12	92	45	10	9	31	100	18	61	85	71	283	72	3	47	272	409	383	2.3	0.7	0.9	1.5	5.5	5.3	3.4	0.6	0	1	0	1
chr12	902541	YLR390W YLR389C 	ECM19 STE23 	1	16	248	14	81	33	18	7	52	132	20	70	78	75	95	71	11	10	381	314	370	0.6	0.9	1.2	1.5	4.7	1.8	0.7	0.8	0	1	0	1
chr12	912987	YLR396C 	VPS33 	1	23	183	7	78	29	19	14	48	107	12	86	812	79	1386	76	15	65	396	592	534	1.2	0.5	1.3	0.8	46.5	24.6	2.7	1.8	0	1	0	1
chr12	917275	NA	NA	1	32	121	14	71	31	15	13	43	87	16	55	19	76	85	47	5	44	150	272	300	2.5	1	1.5	1.6	1.1	2.5	2.5	1	0	0	0	0
chr12	920116	NA	NA	1	50	190	28	61	42	26	9	59	103	19	57	40	65	101	59	13	43	244	165	233	2.5	2.4	1.7	1.7	2.8	2.3	1.1	1	0	0	0	0
chr12	937388	YLR410W YLR409C 	VIP1 UTP21 	1	23	152	7	35	19	20	1	32	65	1	38	58	21	23	22	0	0	8	2	14	1.4	1	1.5	0.2	12.5	1.4	1.5	7.4	0	0	0	0
chr12	949894	NA	NA	1	51	183	26	94	39	18	14	84	125	32	80	59	94	102	81	13	46	530	534	481	2.7	1.4	2.1	2.1	2.9	1.7	1.9	1	0	1	0	0
chr12	957036	NA	NA	1	18	163	23	69	58	13	13	54	101	14	74	65	64	122	57	11	29	551	523	601	1.1	1.7	1.6	1	4.7	2.9	0.6	1.6	0	1	0	1
chr12	988321	YLR427W 	YLR427W 	1	28	196	17	62	38	21	14	83	82	20	78	50	59	53	54	4	27	355	357	404	1.4	1.4	3.1	1.3	3.8	1.3	1	2.3	0	1	0	0
chr12	1028922	YLR448W 	RPL6B 	1	64	246	24	85	47	22	13	63	109	19	76	68	44	112	77	3	51	409	532	416	2.5	1.4	1.8	1.3	7	2	1.8	1.3	0	1	0	0
chr12	1069587	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	1076250	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	2108	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	26211	YML121W YML123C 	GTR1 PHO84 	1	5924	159	23	81	3478	1214	149	2308	108	76	68	395	122	1448	68	19	32	193	173	206	354.8	1.4	64.8	5.8	14.7	28.9	249.6	11.1	1	1	0	1
chr13	26233	YML121W YML123C 	GTR1 PHO84 	1	5512	142	36	79	3334	1188	145	2065	100	80	63	367	116	1358	63	25	36	123	148	233	369.8	2.3	62.6	6.6	14.4	29.1	161.3	9.5	1	1	0	1
chr13	30362	YML120C YML119W 	NDI1 YML119W 	1	47	200	23	64	50	59	10	125	113	34	84	1226	67	1288	64	6	34	322	393	413	2.2	1.8	3.4	2.1	83.6	27.2	1.2	1.6	0	1	0	1
chr13	30373	YML120C YML119W 	NDI1 YML119W 	1	46	198	22	61	53	63	12	142	111	36	83	1189	65	1250	62	6	34	352	244	343	2.2	1.8	3.9	2.3	83.4	27.2	1.2	1.7	0	1	0	1
chr13	41226	YML115C 	VAN1 	1	25	249	23	98	29	14	5	65	121	22	79	989	89	2129	73	10	32	389	416	435	1	1.2	1.6	1.4	50.5	39.6	0.8	1.1	0	1	0	1
chr13	44503	YML112W YML113W 	CTK3 DAT1 	1	32	183	21	87	41	19	11	48	119	20	72	37	107	157	64	20	40	176	228	225	1.7	1.2	1.2	1.5	1.6	3.3	1.4	0.8	0	0	0	1
chr13	47104	YML111W 	BUL2 	1	27	154	14	86	43	20	14	44	97	16	78	17	79	97	75	13	31	529	639	532	1.7	0.8	1.4	1.1	1	1.8	2.1	1.3	0	0	0	1
chr13	56089	YML107C YML106W 	YML107C URA5 	1	19	189	13	77	44	25	12	48	97	15	76	27	64	48	69	10	9	460	413	668	1	0.8	1.5	1	1.9	0.9	1.1	1.5	0	0	0	0
chr13	58023	YML105C 	SEC65 	1	26	181	12	72	32	8	9	40	113	19	61	5	56	18	59	8	15	342	425	393	1.4	0.8	1.1	1.7	0.4	0.4	1.7	0.6	0	0	0	0
chr13	96315	NA	NA	1	24	181	13	78	42	16	11	31	111	10	74	59	77	210	77	7	24	645	557	548	1.3	0.8	0.8	0.7	3.5	3.7	1.6	1.3	0	1	0	1
chr13	109782	YML078W YML079W 	CPR3 YML079W 	1	67	188	20	65	61	15	10	60	95	23	58	24	75	73	48	7	43	514	445	582	3.4	1.6	1.9	2.1	1.4	2.1	2.1	0.9	1	0	0	0
chr13	148229	YML062C 	MFT1 	1	31	175	30	81	51	18	11	57	117	23	71	34	82	118	78	7	41	506	448	428	1.7	1.9	1.5	1.7	1.9	2	0.9	0.9	0	0	0	1
chr13	161465	NA	NA	1	28	210	26	75	48	14	12	54	140	19	75	55	68	71	66	22	51	556	516	511	1.3	1.8	1.2	1.3	3.6	1.5	0.7	0.9	0	0	0	0
chr13	161803	NA	NA	1	39	187	16	90	73	17	17	77	125	21	71	46	59	87	58	15	36	250	347	315	2	0.9	1.9	1.5	3.6	2	2.3	1.2	0	0	0	0
chr13	175813	NA	NA	1	37	203	14	72	38	6	10	54	121	17	68	19	63	36	86	9	33	837	744	717	1.8	1	1.4	1.3	1.4	0.6	1.8	1	0	0	0	0
chr13	180926	YML047C YML046W 	PRM6 PRP39 	1	18	183	7	56	31	6	13	45	82	13	65	17	38	4	80	2	6	511	687	443	0.9	0.7	1.7	1.1	2	0.1	1.4	1.6	0	0	0	0
chr13	209206	YML034W YML035C 	SRC1 AMD1 	1	77	106	5	48	87	36	11	69	77	19	59	52	34	74	28	3	12	70	64	34	6.9	0.5	2.7	1.7	7	3.6	12.6	1.6	1	1	0	0
chr13	222890	NA	NA	1	2	128	5	32	11	5	1	2	62	2	33	5	19	1	27	1	0	99	99	92	0.1	0.7	0.1	0.3	1.3	0	0.2	0.3	0	0	0	0
chr13	234195	YML019W 	OST6 	1	21	185	15	58	33	11	5	31	79	19	84	117	43	125	63	6	17	617	718	480	1.1	1.3	1.2	1.2	12.5	2.7	0.8	1	0	1	0	1
chr13	236301	YML018C YML017W 	YML018C PSP2 	1	21	176	6	50	22	47	5	64	80	26	56	673	32	359	44	0	3	30	105	42	1.2	0.6	2.4	2.4	96.9	11.2	2	1	0	0	0	1
chr13	237741	NA	NA	1	30	213	16	79	18	15	6	39	129	24	77	33	74	13	62	4	19	470	386	446	1.4	1	0.9	1.6	2	0.3	1.3	0.6	0	0	0	0
chr13	253968	YML007C-A YML007W 	YML007C-A YAP1 	1	23	185	16	82	42	19	14	47	123	25	83	251	116	568	66	19	45	406	479	466	1.2	1	1.2	1.5	9.8	11.7	1.2	0.7	0	1	0	1
chr13	272787	YMR003W YMR002W 	YMR003W YMR002W 	1	13	185	2	34	23	5	4	21	82	5	46	3	20	2	37	3	0	294	178	225	0.7	0.4	0.8	0.5	0.6	0.1	1.9	1.5	0	0	0	0
chr13	275442	YMR005W 	TAF4 	1	96	231	16	93	62	22	5	91	113	19	74	172	84	395	65	11	33	484	334	423	4	0.9	2.4	1.4	9.4	8.3	4.6	1.8	1	1	0	1
chr13	287393	YMR011W 	HXT2 	1	72	188	10	81	95	38	28	115	109	30	65	168	70	240	32	9	38	232	148	210	3.6	0.6	3.2	2.4	10.9	10.1	5.8	1.3	1	1	0	1
chr13	294035	NA	NA	1	32	228	9	71	38	18	16	46	140	14	75	19	54	28	75	3	18	418	555	404	1.4	0.6	1	1	1.5	0.5	2.1	1	0	0	0	0
chr13	332696	NA	NA	1	41	165	9	67	53	13	3	28	94	19	61	22	66	45	56	12	21	404	409	366	2.4	0.7	0.9	1.6	1.5	1.1	3.4	0.6	0	0	0	0
chr13	338648	NA	NA	1	18	206	10	79	41	13	4	47	118	11	58	21	56	44	59	14	31	426	309	436	0.8	0.6	1.2	1	1.7	1	1.3	1.2	0	0	0	0
chr13	347441	YMR037C 	MSN2 	1	67	192	22	78	41	64	7	151	102	53	94	1786	85	4414	99	12	46	315	321	286	3.3	1.5	4.5	3	95.7	60.2	2.3	1.5	0	1	0	1
chr13	390615	YMR059W 	SEN15 	1	93	242	23	88	50	24	21	105	109	16	73	104	99	127	83	32	68	573	429	520	3.6	1.3	2.9	1.1	4.8	2.1	2.7	2.6	0	0	0	0
chr13	392019	YMR061W YMR060C 	RNA14 TOM37 	1	32	198	20	68	44	19	3	57	101	15	60	28	66	64	59	5	29	969	803	1043	1.5	1.5	1.7	1.3	1.9	1.5	1	1.4	0	0	0	0
chr13	418150	NA	NA	1	16	138	3	39	15	3	4	23	44	8	37	49	16	44	31	2	13	369	251	420	1.1	0.3	1.5	1.1	13.7	1.9	3.3	1.4	0	1	0	0
chr13	434427	YMR083W 	ADH3 	1	67	190	21	107	74	71	26	187	116	88	75	1910	85	6100	90	11	70	309	297	261	3.3	1	4.9	6.2	102.4	92	3.4	0.8	1	1	0	1
chr13	446174	NA	NA	1	24	178	28	84	52	14	13	31	94	23	64	20	71	58	67	11	45	492	667	556	1.3	1.7	1	1.8	1.3	1.2	0.8	0.5	0	0	0	0
chr13	451131	YMR091C 	NPL6 	1	20	195	10	68	37	18	9	29	117	15	56	27	59	80	51	2	31	668	630	562	1	0.7	0.7	1.4	2.1	2.1	1.3	0.5	0	0	0	0
chr13	467140	NA	NA	1	49	186	14	66	33	11	12	44	85	13	55	14	45	25	50	5	35	245	277	261	2.5	1.1	1.6	1.2	1.4	0.7	2.3	1.3	0	0	0	0
chr13	471073	NA	NA	1	30	172	17	63	35	17	13	76	114	16	64	18	76	56	74	19	26	408	410	412	1.7	1.4	2	1.3	1.1	1	1.2	1.5	0	0	0	0
chr13	471521	NA	NA	1	11	166	8	51	32	18	8	39	87	5	54	37	40	84	35	1	26	327	215	233	0.6	0.8	1.4	0.5	4.2	3.2	0.7	2.6	0	0	0	0
chr13	511857	YMR122W-A 	YMR122W-A 	1	96	235	45	66	118	139	16	167	122	54	81	2880	80	5584	52	22	87	154	133	312	3.9	3.4	4.2	3.5	163.2	146.4	1.1	1.2	0	1	0	1
chr13	529355	NA	NA	1	30	186	16	55	35	5	15	26	95	5	47	6	46	31	55	8	24	394	415	386	1.5	1.5	0.8	0.6	0.6	0.8	1	1.5	0	0	0	0
chr13	546980	YMR140W 	YMR140W 	1	13	198	9	65	30	2	6	42	104	8	49	163	38	160	52	10	10	348	338	496	0.6	0.7	1.2	0.8	19.5	4.2	0.9	1.5	0	1	0	1
chr13	579246	NA	NA	1	22	265	20	67	33	15	8	42	103	19	76	35	68	56	67	5	22	679	600	665	0.8	1.5	1.2	1.3	2.3	1.1	0.5	1	0	0	0	0
chr13	592975	YMR165C 	SMP2 	1	87	158	14	71	51	58	15	73	97	19	63	45	86	116	51	7	28	799	921	950	5.3	1	2.3	1.5	2.4	3.1	5.3	1.5	1	0	0	1
chr13	619028	YMR179W YMR178W 	SPT21 YMR178W 	1	36	218	15	66	33	8	5	40	82	14	50	23	43	11	54	5	14	542	471	452	1.6	1.1	1.5	1.4	2.4	0.3	1.4	1	0	0	0	0
chr13	635883	YMR187C 	YMR187C 	1	55	199	18	69	45	30	12	52	92	21	79	55	67	69	67	9	55	809	875	783	2.6	1.3	1.7	1.4	3.8	1.4	2	1.2	0	1	0	0
chr13	651561	YMR194W 	RPL36A 	1	39	232	23	67	62	16	11	57	118	28	90	34	53	56	90	5	49	256	451	285	1.6	1.7	1.5	1.6	3	0.8	0.9	0.9	0	0	0	0
chr13	653100	NA	NA	1	105	149	18	87	122	107	12	170	104	50	75	453	100	1361	42	20	36	73	155	95	6.7	1.1	5	3.5	20.7	43.9	6.3	1.4	0	1	0	1
chr13	689257	YMR211W 	DML1 	1	93	188	14	76	97	32	17	134	77	16	72	171	56	115	61	4	10	597	472	569	4.7	0.9	5.3	1.2	13.9	2.6	5.2	4.5	1	1	0	1
chr13	701352	YMR216C YMR217W 	SKY1 GUA1 	1	16	135	3	50	15	2	8	55	68	9	42	75	33	38	34	6	3	23	49	28	1.1	0.3	2.5	1.1	10.3	1.5	4	2.3	0	1	0	0
chr13	773864	NA	NA	1	418	204	24	78	253	163	22	241	103	25	66	168	100	125	86	21	24	399	235	298	19.5	1.5	7.1	2	7.6	2	12.6	3.5	1	1	0	1
chr13	777680	YMR255W YMR253C 	GFD1 YMR253C 	1	160	233	14	66	163	107	11	236	100	23	77	159	56	190	66	7	26	537	485	480	6.5	1.1	7.1	1.6	13	3.9	6.1	4.5	1	1	0	1
chr13	777854	YMR255W YMR253C 	GFD1 YMR253C 	1	70	181	11	64	55	101	18	103	98	16	70	2415	41	3360	47	9	11	92	136	260	3.7	0.9	3.2	1.2	269	97.4	4.1	2.6	1	1	0	1
chr13	779596	YMR256C 	COX7 	1	13	152	8	42	24	7	6	18	55	5	34	4	17	4	43	1	7	352	398	306	0.8	0.9	1	0.8	1.1	0.1	0.9	1.2	0	0	0	0
chr13	780317	NA	NA	1	13	146	11	59	28	25	15	40	101	8	55	31	44	36	54	5	25	603	561	572	0.9	0.9	1.2	0.7	3.2	0.9	1	1.6	0	0	0	0
chr13	797720	YMR266W YMR265C 	RSN1 YMR265C 	1	37	207	19	77	34	14	9	58	138	18	80	50	107	105	66	12	32	766	812	913	1.7	1.2	1.3	1.2	2.1	2.2	1.4	1.1	0	0	0	1
chr13	807825	YMR271C 	URA10 	1	32	195	21	79	45	12	9	61	123	28	73	68	55	74	66	7	18	507	604	420	1.6	1.4	1.5	2	5.7	1.5	1.2	0.8	0	1	0	0
chr13	817774	NA	NA	1	38	191	22	81	39	7	10	48	135	15	81	34	90	82	79	9	56	488	407	434	1.9	1.4	1.1	1	1.7	1.4	1.4	1.1	0	0	0	0
chr13	825372	NA	NA	1	16	187	15	59	46	6	7	37	93	15	60	29	54	32	64	6	24	698	663	611	0.8	1.3	1.2	1.3	2.5	0.7	0.6	0.9	0	0	0	0
chr13	852235	YMR290C YMR291W 	HAS1 YMR291W 	1	202	171	11	64	138	63	55	173	100	36	54	148	93	366	26	29	45	89	102	620	11.2	0.9	5.3	3.5	7.2	19.1	12.4	1.5	1	1	0	1
chr13	864026	YMR298W 	YMR298W 	1	51	226	19	60	44	22	16	66	95	5	62	36	65	128	52	10	29	679	561	791	2.2	1.6	2.1	0.4	2.5	3.4	1.3	5.5	0	0	0	1
chr13	875114	YMR303C YMR304W 	ADH2 UBP15 	1	19	180	35	79	24	12	11	33	111	10	87	21	86	45	72	10	28	351	423	208	1	2.3	0.9	0.6	1.1	0.8	0.5	1.5	0	0	0	0
chr13	892251	YMR308C 	PSE1 	1	24	263	21	94	35	15	9	65	141	22	95	434	77	1056	78	8	50	400	424	389	0.9	1.1	1.4	1.2	25.7	18.3	0.8	1.2	0	1	0	1
chr13	898563	YMR312W 	ELP6 	1	23	214	16	104	40	10	11	55	134	18	102	23	86	100	82	11	42	880	952	801	1	0.8	1.3	0.9	1.2	1.7	1.4	1.4	0	0	0	0
chr13	915981	NA	NA	1	34	160	16	48	45	12	11	45	91	4	55	84	36	47	47	6	5	189	216	167	2	1.7	1.5	0.4	10.7	1.4	1.2	3.7	0	1	0	0
chr14	2015	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	33565	YNL322C 	KRE1 	1	32	163	27	81	48	32	5	49	101	14	73	34	79	90	90	11	57	473	643	447	1.9	1.6	1.5	1	1.9	1.4	1.1	1.5	0	0	0	0
chr14	86419	YNL291C YNL290W 	MID1 RFC3 	1	44	218	20	80	45	10	6	63	100	19	73	35	76	41	69	3	45	561	667	908	1.9	1.3	1.9	1.4	2.1	0.8	1.5	1.4	0	0	0	0
chr14	126323	NA	NA	1	45	169	6	57	32	14	8	34	102	18	64	25	58	40	64	3	24	591	529	559	2.5	0.5	1	1.5	2	0.9	4.6	0.7	0	0	0	0
chr14	138864	YNL268W 	LYP1 	1	50	210	27	80	38	17	14	36	94	16	76	28	96	71	98	24	60	446	473	348	2.3	1.7	1.2	1.1	1.3	1	1.3	1.1	0	0	0	0
